Usage,allocation,Usage_Portion_n,Next_Portion,users,jobs,SU_job,SU_user,Job_user
6.90999238,1.4,4.935708842857143,2.799717715,30,128027,53.97293055371133,230333.07933333333,4267.566666666667
2.4404844199999998,2.494,0.9785422694466719,1.6672998867924531,27,16609,146.937468842194,90388.31185185185,615.1481481481482
2.03758681,2.0,1.018793405,3.25614642,8,10322,197.4023260995931,254698.35125,1290.25
1.30980549,1.3,1.0075426846153845,2.3576309,7,3770,347.42851193633953,187115.07,538.5714285714286
1.24979113,1.5,0.8331940866666666,8.5806832,3,922,1355.5218329718002,416597.0433333333,307.3333333333333
1.0941338200000001,1.15,0.9514207130434784,1.9640490714285714,10,34035,32.14731364771559,109413.38200000001,3403.5
1.00552057,1.0,1.00552057,0.22472351999999998,9,149013,6.747871460879252,111724.50777777778,16557.0
0.81403577,1.0,0.81403577,1.0258304,1,188,4329.9775,814035.77,188.0
0.7251241500000001,0.65,1.1155756153846155,3.962631818181818,3,2746,264.0656045156592,241708.05000000002,915.3333333333334
0.68545062,1.0,0.68545062,1.03423726,13,49793,13.766003655132247,52726.97076923077,3830.230769230769
0.54093996,0.5,1.08187992,1.01336236,1,323,1674.7367182662538,540939.96,323.0
0.46172849,0.557,0.8289559964093356,0.588904375,3,674,685.0571068249258,153909.49666666667,224.66666666666666
0.20226016,0.55,0.3677457454545454,1.0055238,1,699,289.356452074392,202260.16,699.0
0.16976660000000002,0.5,0.33953320000000003,0.99743412,2,250,679.0664,84883.3,125.0
0.16265884,1.098,0.14814102003642987,0.1581652,4,478,340.290460251046,40664.71,119.5
0.06725171,0.14,0.48036935714285717,0.0087063125,3,5838,11.519648852346695,22417.236666666668,1946.0
0.06555064,0.06,1.0925106666666666,0.579982,4,9641,6.799153614770252,16387.66,2410.25
0.06037907,0.08,0.754738375,0.8068678666666667,3,337,179.16637982195846,20126.356666666667,112.33333333333333
0.05981442,0.2,0.2990721,1.6528928571428572,4,11561,5.173810224029063,14953.605,2890.25
0.05883821,0.066,0.8914880303030303,1.37728,9,5013,11.737125473768202,6537.578888888889,557.0
0.056171080000000005,0.054,1.0402051851851852,0.5513410204081632,8,8748,6.4210196616369455,7021.385,1093.5
0.04536221,0.305,0.14872855737704918,0.0220854,4,536,84.63098880597015,11340.5525,134.0
0.03171827,0.05,0.6343654,2.6575811999999996,6,7460,4.2517788203753355,5286.378333333333,1243.3333333333333
0.02867389,0.049,0.5851814285714285,0.1349802,7,138970,0.2063315103979276,4096.2699999999995,19852.85714285714
0.02441965,0.25,0.0976786,0.523778,8,4279,5.7068590792241185,3052.45625,534.875
0.02216866,0.05,0.44337319999999997,0.1292488,1,384,57.730885416666666,22168.66,384.0
0.009616930000000001,0.079,0.12173329113924052,0.28160389999999996,2,28756,0.334432118514397,4808.465,14378.0
0.00921665,0.06,0.15361083333333334,0.49900677777777785,1,5,1843.33,9216.65,5.0
0.0049669499999999995,0.05,0.09933899999999998,0.0341628,6,336,14.782589285714286,827.8249999999999,56.0
0.0030516,0.05,0.061031999999999996,0.018811599999999998,6,553,5.518264014466546,508.59999999999997,92.16666666666667
0.0012384400000000002,0.05,0.0247688,0.3627311,2,43,28.80093023255814,619.22,21.5
0.0006218899999999999,0.044,0.014133863636363635,0.23430299999999996,1,634,0.9808990536277602,621.89,634.0
4.843e-05,0.031,0.0015622580645161292,0.1974874193548387,1,49,0.9883673469387755,48.43,49.0
4.27583158,2.0,2.13791579,4.935708842857143,30,9039,473.0425467418962,142527.71933333334,301.3
3.49895765,3.5,0.9997021857142857,1.018793405,14,28510,122.72738162048404,249925.54642857143,2036.4285714285713
3.17067067,3.61056,0.8781658994726579,0.9785422694466719,31,29587,107.16431777469835,102279.69903225807,954.4193548387096
1.15167256,1.1,1.0469750545454544,0.9514207130434784,12,27978,41.16350561155193,95972.71333333333,2331.5
1.09683249,1.4,0.7834517785714286,1.0075426846153845,7,3691,297.16404497426174,156690.35571428572,527.2857142857143
0.9991569,1.0,0.9991569,0.10082187499999999,11,16141,61.90179666687318,90832.44545454545,1467.3636363636363
0.87149228,1.5,0.5809948533333333,1.00552057,6,209460,4.160662083452688,145248.71333333335,34910.0
0.78703265,1.0,0.78703265,0.14814102003642987,8,1414,556.6001768033947,98379.08125,176.75
0.72588899,1.0,0.72588899,1.031204411764706,5,1032,703.3808042635659,145177.798,206.4
0.60949631,0.7,0.8707090142857143,0.8289559964093356,3,274,2224.439087591241,203165.43666666668,91.33333333333333
0.5040046,1.0,0.5040046,0.1911136,3,586,860.076109215017,168001.53333333333,195.33333333333334
0.46533568,0.4,1.1633391999999998,1.1468892,4,11519,40.39722892612206,116333.92,2879.75
0.46254477,1.0,0.46254477,0.68545062,16,83742,5.523450240022928,28909.048125,5233.875
0.46202769,0.6,0.77004615,0.8331940866666666,9,2755,167.70515063520872,51336.41,306.1111111111111
0.323287,0.506,0.6389071146245059,0.48036935714285717,3,4579,70.60209652762612,107762.33333333333,1526.3333333333333
0.31448824,0.9,0.3494313777777777,1.1155756153846155,3,45543,6.905303559273653,104829.41333333333,15181.0
0.27139342,0.2895,0.9374556822107082,1.1439964666666667,2,401737,0.6755499742368763,135696.71,200868.5
0.26546397,0.4,0.6636599249999999,0.34869843333333334,1,2315,114.67126133909287,265463.97,2315.0
0.25570778,1.0,0.25570778,0.09624397272727271,3,11605,22.034276604911675,85235.92666666667,3868.3333333333335
0.25015084,1.5,0.16676722666666666,0.81403577,1,36,6948.634444444444,250150.84,36.0
0.22400944,0.5,0.44801888,0.7374254285714287,4,643,348.38171073094867,56002.36,160.75
0.20076233999999998,1.0,0.20076233999999998,0.10109719999999998,1,26243,7.650129177304424,200762.34,26243.0
0.18709371,1.069611,0.1749175260912612,0.47462099999999996,4,201,930.8144776119402,46773.4275,50.25
0.16930726999999998,0.451,0.37540414634146335,0.42275073949579833,2,223978,0.7559102679727473,84653.635,111989.0
0.13861382,0.183,0.7574525683060109,0.12173329113924052,7,6418,21.59766593954503,19801.97428571429,916.8571428571429
0.10194318,0.1,1.0194317999999998,1.1188188,3,62589,1.628771509370656,33981.06,20863.0
0.09297041,0.47,0.1978093829787234,0.03958152727272727,3,787,118.13266836086405,30990.13666666667,262.3333333333333
0.08916318,0.75,0.11888423999999999,0.5611868,5,27155,3.283490333271957,17832.636,5431.0
0.06498589,0.095,0.6840620000000001,0.5074563750000001,8,609,106.7091789819376,8123.23625,76.125
0.05918174,0.076,0.7787071052631579,0.5851814285714285,7,125051,0.4732608295815307,8454.534285714286,17864.428571428572
0.05551159,0.05,1.1102318,1.0925106666666666,5,6550,8.475051908396946,11102.318,1310.0
0.05528286,0.08,0.6910357500000001,0.754738375,6,92,600.900652173913,9213.81,15.333333333333334
0.05122642,0.05,1.0245284,0.3677457454545454,1,508,100.8394094488189,51226.42,508.0
0.0482957,0.048,1.0061604166666667,0.14422179999999998,5,22183,2.1771491682820177,9659.14,4436.6
0.04193492,0.35,0.11981405714285716,0.14872855737704918,6,7674,5.46454521761793,6989.153333333333,1279.0
0.03480945,0.03,1.160315,0.44337319999999997,1,222,156.79932432432432,34809.45,222.0
0.03425192,0.488,0.0701883606557377,0.19536538333333334,3,629,54.454562798092205,11417.306666666665,209.66666666666666
0.03336144,0.184,0.18131217391304347,0.43009539999999996,2,733,45.513560709413376,16680.72,366.5
0.033072300000000006,0.041,0.8066414634146343,0.290599,2,710015,0.046579720146757465,16536.15,355007.5
0.02842495,0.1,0.2842495,0.12286958181818182,3,13330,2.132404351087772,9474.983333333334,4443.333333333333
0.02842163,0.021,1.3534109523809523,0.8357918666666666,2,14753,1.9264983393208162,14210.815,7376.5
0.02819874,0.12,0.23498950000000002,0.0976786,13,39784,0.7087959983913131,2169.133846153846,3060.3076923076924
0.02790111,0.055,0.5072929090909091,1.0402051851851852,5,6872,4.060114959254948,5580.222,1374.4
0.02379452,0.052,0.4575869230769231,0.8914880303030303,9,3145,7.565825119236884,2643.8355555555554,349.44444444444446
0.02113971,0.024,0.8808212499999999,0.6343654,8,4539,4.657349636483807,2642.46375,567.375
0.02081761,0.2,0.10408805,1.0126832000000001,4,8845,2.3536020350480498,5204.4025,2211.25
0.01416433,0.052,0.27239096153846154,0.061031999999999996,5,385,36.79046753246753,2832.866,77.0
0.01065151,0.049,0.2173777551020408,0.014133863636363635,2,444,23.989887387387387,5325.755,222.0
0.008253479999999999,0.051,0.16183294117647057,0.09933899999999998,4,461,17.9034273318872,2063.37,115.25
0.008062729999999999,0.8,0.010078412499999998,0.22002033333333337,5,351,22.97074074074074,1612.5459999999998,70.2
0.006585199999999999,1.0,0.006585199999999999,0.33953320000000003,1,32,205.7875,6585.2,32.0
0.00588006,0.5,0.01176012,0.17124049999999996,6,232,25.345086206896553,980.0100000000001,38.666666666666664
0.005738180000000001,0.1,0.057381800000000004,0.2990721,2,3380,1.6976863905325446,2869.09,1690.0
0.00311171,0.043,0.07236534883720931,0.030201555555555558,3,160,19.4481875,1037.2366666666667,53.333333333333336
0.00021021,0.045,0.004671333333333334,0.12146422222222222,1,6,35.035000000000004,210.21,6.0
9.195e-05,0.036,0.002554166666666667,0.0183016,1,6,15.325000000000001,91.95,6.0
1.219e-05,0.049,0.00024877551020408164,0.0247688,1,17,0.7170588235294117,12.19,17.0
3.25e-06,0.045,7.222222222222222e-05,0.20370180000000002,1,1,3.25,3.25,1.0
2.02190781,1.093,1.8498699085086918,0.6910357500000001,7,2343,862.9568117797695,288843.97285714286,334.7142857142857
1.9556730500000001,3.25,0.6017455538461539,2.13791579,30,39312,49.74748295685796,65189.10166666667,1310.4
1.60423284,2.6,0.6170126307692307,0.8781658994726579,35,7644,209.86824175824177,45835.224,218.4
1.45546723,1.55,0.9390111161290322,1.0469750545454544,12,137047,10.620204966179486,121288.93583333334,11420.583333333334
1.2924073,1.6,0.8077545625,0.78703265,11,5395,239.5564967562558,117491.57272727274,490.45454545454544
1.12854603,1.5,0.75236402,0.9900533,5,375,3009.45608,225709.206,75.0
0.9789212700000001,2.0,0.48946063500000003,0.9997021857142857,17,13040,75.07064953987731,57583.60411764706,767.0588235294117
0.7481218199999999,1.11,0.6739836216216215,0.7787071052631579,18,240667,3.1085351128322536,41562.323333333334,13370.388888888889
0.7451188599999999,1.0,0.7451188599999999,0.3494313777777777,5,5193,143.48524167148085,149023.772,1038.6
0.72457528,1.5,0.4830501866666667,0.9991569,17,2038,355.53252208047104,42622.07529411765,119.88235294117646
0.692734,0.28,2.4740499999999996,0.8901713636363636,3,2217,312.46459179070814,230911.33333333334,739.0
0.6790445,0.75,0.9053926666666667,0.5040046,4,13132,51.70914559853792,169761.125,3283.0
0.65164333,0.7,0.9309190428571429,1.160315,1,238,2737.997184873949,651643.33,238.0
0.62719879,0.9,0.6968875444444445,0.5809948533333333,7,114703,5.468024288815463,89599.82714285715,16386.14285714286
0.5770014499999999,0.605,0.9537214049586775,0.1731411,6,11346,50.85505464480874,96166.90833333333,1891.0
0.49339074,0.6,0.8223179,0.46254477,13,39309,12.551597344119667,37953.13384615385,3023.769230769231
0.48679860999999996,0.9,0.5408873444444444,0.83063977,6,7455,65.29827095908786,81133.10166666667,1242.5
0.48455623999999997,0.5,0.9691124799999999,0.77004615,10,2382,203.4241141897565,48455.623999999996,238.2
0.42591271999999997,0.79,0.5391300253164556,0.7574525683060109,13,13902,30.636794705797726,32762.51692307692,1069.3846153846155
0.42057196999999996,0.453,0.9284149448123619,0.0701883606557377,2,2482,169.4488195004029,210285.985,1241.0
0.37964183,0.55,0.6902578727272727,1.4011061999999999,8,545996,0.6953198008776621,47455.22875,68249.5
0.37826455,0.5,0.7565291,1.1633391999999998,6,9486,39.87608581066835,63044.09166666667,1581.0
0.33087277000000004,0.5,0.6617455400000001,1.0061604166666667,7,89019,3.7168780822071694,47267.53857142857,12717.0
0.33062661,0.8,0.41328326249999997,0.2173777551020408,5,6244,52.95109064702114,66125.322,1248.8
0.28606957,1.141,0.2507182909728308,0.14433549999999998,2,412,694.3436165048544,143034.785,206.0
0.2592548,0.6,0.4320913333333334,0.1749175260912612,5,1520,170.5623684210526,51850.96,304.0
0.23164071,1.5,0.15442714,0.25570778,5,390,593.9505384615385,46328.142,78.0
0.21544628,0.2,1.0772313999999998,0.16676722666666666,1,70,3077.804,215446.28,70.0
0.17217578,0.36,0.47826605555555557,1.3364415384615387,8,47657,3.612811968860818,21521.9725,5957.125
0.17062478,0.4,0.42656194999999997,0.6636599249999999,1,752,226.89465425531915,170624.78,752.0
0.16392916,0.3,0.5464305333333334,0.7834517785714286,3,4705,34.841479277364506,54643.05333333334,1568.3333333333333
0.14730494,0.160775,0.9162179443321412,0.37540414634146335,5,16212,9.086167036762891,29460.988,3242.4
0.13816764,0.15,0.9211176000000001,1.0192659499999999,1,961,143.77485952133196,138167.64,961.0
0.13802968,0.5,0.27605936,1.1102318,3,1854,74.449665587918,46009.89333333333,618.0
0.12623133,0.5,0.25246266,0.08074086,3,1523,82.88334208798425,42077.11,507.6666666666667
0.12555896,0.12,1.0463246666666668,0.8707090142857143,2,47,2671.467234042553,62779.48,23.5
0.10689367,0.85,0.12575725882352942,0.72588899,8,16088,6.644310666335157,13361.70875,2011.0
0.09730575999999999,0.143,0.6804598601398602,0.16183294117647057,4,860,113.14623255813953,24326.44,215.0
0.08942621,0.093,0.9615721505376345,0.1224333,2,1016,88.01792322834646,44713.105,508.0
0.06495592,0.25,0.25982368,0.11888423999999999,4,327,198.64195718654435,16238.98,81.75
0.05898277,1.5,0.03932184666666667,1.3534109523809523,7,31319,1.8832903349404513,8426.109999999999,4474.142857142857
0.05712664,0.085,0.6720781176470587,0.7051449999999999,7,3706,15.414635725849973,8160.948571428571,529.4285714285714
0.045250120000000005,0.061,0.7418052459016394,0.6227499354838709,2,870,52.01163218390805,22625.06,435.0
0.03392878,0.057,0.5952417543859648,0.5072929090909091,6,5669,5.98496736637855,5654.796666666666,944.8333333333334
0.03278354,0.053,0.618557358490566,0.5320174,4,859,38.16477299185099,8195.885,214.75
0.02933014,0.47,0.06240455319148937,0.1978093829787234,5,3145,9.3259586645469,5866.028,629.0
0.02886646,0.061,0.47322065573770494,1.0245284,1,189,152.7325925925926,28866.46,189.0
0.027329759999999998,0.5,0.054659519999999996,0.021382609523809524,5,8888,3.074905490549055,5465.951999999999,1777.6
0.025400990000000002,0.076,0.334223552631579,0.2842495,3,1117,22.740367054610566,8466.996666666668,372.3333333333333
0.02382008,0.031,0.7683896774193548,0.6840620000000001,5,301,79.13647840531561,4764.0160000000005,60.2
0.023393459999999998,0.05,0.46786919999999993,0.10141559999999998,2,1227,19.06557457212714,11696.73,613.5
0.0223683,0.825,0.027113090909090913,0.6137419999999999,1,1008,22.190773809523808,22368.3,1008.0
0.02023444,0.037,0.5468767567567567,0.4575869230769231,10,1722,11.75054587688734,2023.444,172.2
0.02004575,0.5,0.0400915,0.11981405714285716,7,7586,2.642466385446876,2863.6785714285716,1083.7142857142858
0.019640759999999997,0.5,0.03928151999999999,0.20076233999999998,2,3764,5.218055260361317,9820.38,1882.0
0.01676222,0.059,0.2841054237288136,0.48460200000000003,2,1781,9.411690061763055,8381.11,890.5
0.01663177,0.045,0.3695948888888889,7.222222222222222e-05,1,405,41.0660987654321,16631.77,405.0
0.016405689999999997,0.05,0.3281137999999999,0.44801888,4,1872,8.76372329059829,4101.4225,468.0
0.01410875,0.005,2.8217499999999998,1.6005288,6,599,23.553839732888147,2351.4583333333335,99.83333333333333
0.01341317,0.05,0.2682634,0.23498950000000002,10,1068,12.559147940074906,1341.317,106.8
0.013177659999999999,0.097,0.1358521649484536,0.0006051894736842106,6,1129,11.671975199291408,2196.2766666666666,188.16666666666666
0.012747350000000001,2.0,0.0063736750000000005,0.010078412499999998,3,272,46.86525735294118,4249.116666666667,90.66666666666667
0.01154584,0.03,0.38486133333333333,0.07236534883720931,3,623,18.532648475120386,3848.6133333333332,207.66666666666666
0.01123301,0.15,0.07488673333333333,0.18131217391304347,2,405,27.735827160493827,5616.505,202.5
0.010128620000000001,0.033,0.3069278787878788,0.45045399999999997,1,539,18.791502782931357,10128.62,539.0
0.008826559999999999,0.095,0.09291115789473683,0.057381800000000004,4,451,19.571086474501108,2206.64,112.75
0.00804945,0.65,0.01238376923076923,0.006585199999999999,2,125,64.3956,4024.725,62.5
0.00411444,0.0975,0.04219938461538461,0.9374556822107082,1,1082,3.8026247689463952,4114.44,1082.0
0.00391142,0.4,0.009778549999999999,0.27239096153846154,5,76,51.46605263157895,782.284,15.2
0.00352819,0.25,0.01411276,6.56e-05,1,14,252.01357142857142,3528.19,14.0
0.0021152,0.033,0.0640969696969697,0.45781959999999994,2,181,11.686187845303866,1057.6,90.5
0.0016909000000000002,0.009,0.1878777777777778,1.0194317999999998,2,419,4.035560859188545,845.45,209.5
0.00160267,0.65,0.002465646153846154,0.01176012,5,45,35.61488888888889,320.534,9.0
0.00158756,0.21,0.007559809523809524,0.130945,8,88,18.040454545454544,198.445,11.0
0.00099282,0.033,0.030085454545454544,0.5297266666666666,3,46,21.58304347826087,330.94,15.333333333333334
0.00041271,0.025,0.0165084,0.8808212499999999,4,1073,0.3846318732525629,103.1775,268.25
5.5549999999999995e-05,0.009,0.006172222222222222,0.8066414634146343,2,5383,0.010319524428757198,27.775,2691.5
4.482e-05,0.045,0.0009960000000000001,0.03422822222222222,2,22,2.037272727272727,22.41,11.0
9.17e-06,0.043,0.0002132558139534884,0.004512599999999999,1,11,0.8336363636363636,9.17,11.0
5.67e-06,0.175,3.24e-05,0.10408805,1,16,0.354375,5.67,16.0
1e-08,0.1,1e-07,0.013701,1,1,0.01,0.01,1.0
7.87257505,6.548,1.2022869654856445,0.6170126307692307,32,44901,175.33184227522773,246017.9703125,1403.15625
7.10592755,6.0,1.1843212583333333,0.6017455538461539,36,23678,300.1067467691528,197386.8763888889,657.7222222222222
6.0235735,3.0,2.0078578333333335,0.4830501866666667,24,8041,749.1075115035443,250982.22916666666,335.0416666666667
2.79846001,2.31,1.2114545497835496,0.12575725882352942,9,29511,94.8276917081766,310940.0011111111,3279.0
2.14033389,2.2,0.9728790409090908,0.9390111161290322,10,25403,84.25516238239578,214033.38900000002,2540.3
2.08198997,2.1,0.9914237952380952,0.48946063500000003,17,11055,188.3301646313885,122469.99823529412,650.2941176470588
2.03928946,2.05,0.9947753463414635,0.9053926666666667,6,72801,28.011833079215943,339881.57666666666,12133.5
1.9764445400000001,1.75,1.12939688,0.8223179,19,101190,19.532014428303192,104023.39684210527,5325.789473684211
1.95088004,2.83,0.6893569045936395,0.41328326249999997,7,35908,54.329955441684305,278697.14857142855,5129.714285714285
1.7149718999999999,1.916,0.8950792797494781,0.5391300253164556,15,159337,10.763174278416187,114331.45999999999,10622.466666666667
1.36900053,1.395,0.9813623870967743,0.7451188599999999,5,23858,57.38119414871322,273800.106,4771.6
1.16168534,1.5,0.7744568933333333,0.9691124799999999,9,3708,313.2916235167206,129076.1488888889,412.0
1.1399576299999998,2.55,0.4470422078431372,0.9537214049586775,9,30004,37.993521863751496,126661.95888888888,3333.777777777778
1.0023552,1.95,0.5140283076923077,0.2507182909728308,2,285,3517.035789473684,501177.6,142.5
0.95984548,1.0,0.95984548,2.4740499999999996,4,281,3415.8202135231318,239961.37,70.25
0.9560598499999999,1.1,0.8691453181818181,0.03928151999999999,7,17065,56.0246029885731,136579.97857142857,2437.8571428571427
0.93188936,1.0,0.93188936,0.48380609999999996,5,1604,580.978403990025,186377.872,320.8
0.8957108199999999,0.46,1.9471974347826084,0.47238107,1,161,5563.421242236024,895710.82,161.0
0.87826485,1.0,0.87826485,0.6739836216216215,21,336200,2.612328524687686,41822.135714285716,16009.52380952381
0.8501991600000001,1.0,0.8501991600000001,0.6968875444444445,5,127833,6.650858229095774,170039.832,25566.6
0.78612688,0.85,0.9248551529411765,0.6902578727272727,8,181841,4.323155284011857,98265.86,22730.125
0.73879304,1.0,0.73879304,0.15442714,8,2610,283.0624674329502,92349.13,326.25
0.71684365,0.1,7.1684365,1610.6748,25,659440,1.0870490871042098,28673.746,26377.6
0.68201341,1.027655,0.663659895587527,0.6720781176470587,9,14844,45.94539275127998,75779.26777777779,1649.3333333333333
0.5715829499999999,0.1,5.715829499999999,0.0400915,6,2655,215.2854802259887,95263.825,442.5
0.50708984,1.15,0.4409476869565218,0.47826605555555557,9,33042,15.346826463289148,56343.31555555556,3671.3333333333335
0.50650408,2.0,0.25325204,0.8077545625,6,16597,30.51780924263421,84417.34666666666,2766.1666666666665
0.5008615399999999,1.0,0.5008615399999999,0.6617455400000001,8,63529,7.883982748036329,62607.6925,7941.125
0.41832244,0.45,0.9296054222222222,0.7565291,8,10097,41.430369416658415,52290.305,1262.125
0.38865897,0.5,0.77731794,0.25246266,4,1214,320.1474217462932,97164.7425,303.5
0.36354963,0.6,0.60591605,0.02052056,6,39110,9.295567118384046,60591.605,6518.333333333333
0.35573823,0.453673,0.7841291635164535,1.132714,6,7401,48.066238346169435,59289.704999999994,1233.5
0.32183965999999997,0.57,0.5646309824561403,0.7683896774193548,2,23785,13.531202858944711,160919.83,11892.5
0.22060395000000002,1.0,0.22060395000000002,1.0166954,2,1028,214.59528210116733,110301.975,514.0
